Aberdeen Regional   ABR   |Continental|00:04|19|
Aberdeen Regional   ABR   |Delta|05:09|1|
Aberdeen Regional   ABR   |Northwest|07:36|5|
Aberdeen Regional   ABR   |Northwest|10:30|7|
Aberdeen Regional   ABR   |Northwest|16:01|8|
Aberdeen Regional   ABR   |Southwest|18:40|19|
Aberdeen Regional   ABR   |USAir|14:03|8|
Aberdeen Regional   ABR   |United|09:35|17|
Aberdeen Regional   ABR   |United|15:18|15|
Aberdeen Regional   ABR   |United|18:54|4|
Akron Canton   CAK   |AirCanada|16:15|2|
Akron Canton   CAK   |Alaska|00:20|9|
Akron Canton   CAK   |Alaska|04:44|10|
Akron Canton   CAK   |Alaska|10:17|18|
Akron Canton   CAK   |Alaska|14:36|3|
Akron Canton   CAK   |American|00:48|15|
Akron Canton   CAK   |American|01:15|16|
Akron Canton   CAK   |American|03:31|4|
Akron Canton   CAK   |Continental|02:53|16|
Akron Canton   CAK   |Continental|05:48|19|
Akron Canton   CAK   |Continental|18:36|9|
Akron Canton   CAK   |Skywest|07:38|11|
Akron Canton   CAK   |Southwest|12:07|9|
Akron Canton   CAK   |Southwest|17:22|4|
Alamosa County   ALS   |AirCanada|10:08|9|
Alamosa County   ALS   |Alaska|19:05|5|
Alamosa County   ALS   |Alaska|20:04|17|
Alamosa County   ALS   |American|20:53|9|
Alamosa County   ALS   |Continental|00:20|13|
Alamosa County   ALS   |Continental|01:26|12|
Alamosa County   ALS   |Continental|19:24|15|
Alamosa County   ALS   |Delta|07:30|14|
Alamosa County   ALS   |Delta|20:36|15|
Alamosa County   ALS   |Southwest|11:23|18|
Alamosa County   ALS   |United|03:42|15|
Alamosa County   ALS   |United|19:15|7|
Albuquerque International Sunport   ABQ   |AirCanada|08:38|8|
Albuquerque International Sunport   ABQ   |Northwest|06:06|6|
Albuquerque International Sunport   ABQ   |Northwest|13:20|7|
Albuquerque International Sunport   ABQ   |Northwest|18:42|2|
Albuquerque International Sunport   ABQ   |Skywest|00:12|3|
Albuquerque International Sunport   ABQ   |Skywest|22:47|17|
Albuquerque International Sunport   ABQ   |Southwest|15:15|19|
Albuquerque International Sunport   ABQ   |USAir|01:40|15|
Albuquerque International Sunport   ABQ   |USAir|11:51|13|
Albuquerque International Sunport   ABQ   |United|06:43|16|
Albuquerque International Sunport   ABQ   |United|09:54|16|
Albuquerque International Sunport   ABQ   |United|11:52|9|
Albuquerque International Sunport   ABQ   |United|22:11|17|
Alliance Municipal   AIA   |AirCanada|08:50|14|
Alliance Municipal   AIA   |Alaska|19:27|19|
Alliance Municipal   AIA   |American|10:17|19|
Alliance Municipal   AIA   |Continental|12:35|3|
Alliance Municipal   AIA   |Continental|13:12|1|
Alliance Municipal   AIA   |Delta|01:25|7|
Alliance Municipal   AIA   |Delta|11:48|14|
Alliance Municipal   AIA   |Delta|11:48|2|
Alliance Municipal   AIA   |Northwest|11:06|15|
Alliance Municipal   AIA   |Northwest|21:47|5|
Alliance Municipal   AIA   |Skywest|12:16|8|
Alliance Municipal   AIA   |Skywest|21:29|7|
Amarillo International   AMA   |AirCanada|12:14|12|
Amarillo International   AMA   |Alaska|17:43|18|
Amarillo International   AMA   |American|05:22|11|
Amarillo International   AMA   |American|10:37|8|
Amarillo International   AMA   |Northwest|17:37|5|
Amarillo International   AMA   |Skywest|22:07|3|
Amarillo International   AMA   |USAir|12:14|13|
Anchorage Ted Stevens International   ANC   |AirCanada|04:33|14|
Anchorage Ted Stevens International   ANC   |AirCanada|11:25|16|
Anchorage Ted Stevens International   ANC   |AirCanada|11:31|7|
Anchorage Ted Stevens International   ANC   |Continental|04:16|10|
Anchorage Ted Stevens International   ANC   |Continental|17:23|4|
Anchorage Ted Stevens International   ANC   |Delta|20:46|17|
Anchorage Ted Stevens International   ANC   |Northwest|14:52|5|
Anchorage Ted Stevens International   ANC   |Skywest|03:26|16|
Anchorage Ted Stevens International   ANC   |Southwest|17:53|16|
Anchorage Ted Stevens International   ANC   |USAir|20:11|16|
Anchorage Ted Stevens International   ANC   |USAir|20:52|13|
Anchorage Ted Stevens International   ANC   |United|05:25|9|
Atlanta Hartsfield Jackson Int.   ATL   |AirCanada|12:48|14|
Atlanta Hartsfield Jackson Int.   ATL   |AirCanada|14:56|16|
Atlanta Hartsfield Jackson Int.   ATL   |American|11:35|19|
Atlanta Hartsfield Jackson Int.   ATL   |American|16:21|18|
Atlanta Hartsfield Jackson Int.   ATL   |Continental|16:57|17|
Atlanta Hartsfield Jackson Int.   ATL   |Northwest|15:18|19|
Atlanta Hartsfield Jackson Int.   ATL   |Northwest|21:35|16|
Atlanta Hartsfield Jackson Int.   ATL   |Skywest|21:07|19|
Austin Bergstrom International   AUS   |AirCanada|01:04|16|
Austin Bergstrom International   AUS   |AirCanada|12:31|9|
Austin Bergstrom International   AUS   |Alaska|21:25|2|
Austin Bergstrom International   AUS   |American|11:43|12|
Austin Bergstrom International   AUS   |Continental|17:37|3|
Austin Bergstrom International   AUS   |Delta|20:49|2|
Austin Bergstrom International   AUS   |Southwest|11:13|2|
Austin Bergstrom International   AUS   |Southwest|13:52|11|
Austin Bergstrom International   AUS   |Southwest|16:36|16|
Austin Bergstrom International   AUS   |Southwest|19:42|16|
Austin Bergstrom International   AUS   |Southwest|22:28|16|
Baltimore Washington International   BWI   |Alaska|12:39|6|
Baltimore Washington International   BWI   |Alaska|19:38|14|
Baltimore Washington International   BWI   |American|21:48|14|
Baltimore Washington International   BWI   |Delta|17:53|4|
Baltimore Washington International   BWI   |Northwest|19:29|15|
Baltimore Washington International   BWI   |Skywest|16:20|7|
Baltimore Washington International   BWI   |USAir|22:27|5|
Baltimore Washington International   BWI   |United|02:55|18|
Bellingham International   BLI   |AirCanada|14:36|11|
Bellingham International   BLI   |Alaska|22:23|17|
Bellingham International   BLI   |American|12:18|17|
Bellingham International   BLI   |Continental|07:01|15|
Bellingham International   BLI   |Continental|11:33|2|
Bellingham International   BLI   |Continental|12:14|10|
Bellingham International   BLI   |Continental|21:21|11|
Bellingham International   BLI   |Continental|22:55|14|
Bellingham International   BLI   |Skywest|02:09|13|
Bellingham International   BLI   |Southwest|12:50|4|
Bellingham International   BLI   |USAir|10:04|16|
Bellingham International   BLI   |United|11:26|13|
Bellingham International   BLI   |United|18:08|11|
Billings Logan International   BIL   |AirCanada|04:50|7|
Billings Logan International   BIL   |AirCanada|21:20|18|
Billings Logan International   BIL   |AirCanada|21:20|7|
Billings Logan International   BIL   |American|20:24|2|
Billings Logan International   BIL   |Delta|01:20|12|
Billings Logan International   BIL   |Delta|16:05|5|
Billings Logan International   BIL   |Northwest|00:28|10|
Billings Logan International   BIL   |Northwest|03:05|9|
Billings Logan International   BIL   |Northwest|15:12|4|
Billings Logan International   BIL   |Skywest|16:35|13|
Billings Logan International   BIL   |Southwest|14:11|14|
Billings Logan International   BIL   |Southwest|18:10|3|
Boise   BOI   |AirCanada|01:27|5|
Boise   BOI   |Continental|18:18|1|
Boise   BOI   |Skywest|14:47|18|
Boise   BOI   |United|05:25|3|
Boise   BOI   |United|19:33|12|
Boston Logan International   BOS   |AirCanada|18:38|8|
